"userID","productID","rating"
0,1647,4
0,1505,5
0,1608,5
0,1785,4
0,1505,5
0,1770,4
0,1461,4
0,1785,5
0,1726,5
0,2107,5
0,2065,4
0,5848,1
0,5094,2
0,1991,5
0,1461,4
0,1569,4
0,1844,5
1,4563,5
1,241,1
1,4628,5
1,4655,5
1,4673,5
1,4298,5
1,4585,4
2,93,4
2,262,3
2,3799,1
2,57,4
2,299,5
2,206,5
2,72,4
2,186,5
2,128,5
2,37,5
2,223,5
2,224,5
2,221,5
2,110,5
2,5701,1
2,242,5
2,6067,3
2,167,4
2,166,5
3,5817,5
3,5658,4
3,5915,5
3,5967,4
3,5949,4
3,6009,5
3,5883,4
3,5861,4
3,6461,1
3,5733,2
3,5945,5
3,5958,5
3,5791,5
3,5925,5
3,5936,5
3,5980,5
3,4030,1
3,5878,5
3,6568,1
3,5748,5
3,5861,5
3,5936,5
3,2803,2
3,6021,1
3,5885,4
3,5993,5
3,5658,3
3,5777,5
4,2299,5
4,2326,5
4,2474,4
4,2151,3
4,2388,5
4,2350,5
4,2371,5
4,2344,5
4,2168,5
4,2467,5
4,2192,4
4,2185,5
4,256,1
4,2309,4
4,2175,5
5,4650,5
5,4850,3
5,4365,5
5,4541,4
5,4783,5
5,4386,3
5,4348,4
5,4429,4
5,4761,5
5,4431,4
5,4871,5
5,4938,4
5,4629,5
5,4831,3
5,4851,3
5,4917,4
5,4430,3
5,4894,4
5,1228,1
5,4518,4
5,4872,4
5,4696,3
5,4805,5
5,4496,5
5,4893,5
5,4628,5
5,4453,5
5,4850,5
6,4828,4
6,4563,4
6,4385,5
6,4253,5
6,4850,2
6,4407,5
6,4696,4
6,4409,5
6,4849,5
6,4722,4
6,4673,5
6,4474,4
6,4805,5
6,4298,5
6,4851,5
6,4254,5
6,4917,5
6,4650,4
6,4858,5
6,4563,5
6,4497,4
6,4790,4
6,4895,5
6,4608,4
6,4805,5
7,4673,5
7,4496,3
7,4782,4
7,4718,5
7,4784,5
7,4761,4
7,4276,5
7,4584,4
7,4660,5
7,4407,4
7,4695,5
7,4407,5
7,4761,4
7,4548,4
7,4893,4
7,4849,4
7,4409,4
7,4430,5
7,4408,4
7,6035,1
8,1834,5
8,6213,1
8,1706,5
8,2001,4
8,1625,5
8,1834,4
8,1941,4
8,1446,4
8,1510,5
8,2624,1
8,1520,5
8,2564,1
8,2001,4
8,1768,4
8,1991,4
8,1572,5
8,1719,5
8,1692,5
8,1947,4
8,1500,5
8,1824,4
8,1446,5
8,1862,4
8,4831,1
8,1947,4
8,333,1
8,1775,5
8,1559,5
9,2350,3
9,2182,4
9,2433,5
9,2350,5
9,2165,5
9,2261,5
9,2185,5
9,2192,4
9,2161,5
9,2409,3
9,2237,5
9,2460,4
9,2144,5
9,2364,5
10,3370,4
10,2818,3
10,3501,5
10,3060,4
10,2530,4
10,2697,4
10,2995,3
10,2959,5
10,3442,4
10,2851,5
10,3352,4
10,2923,5
10,1661,1
10,3329,4
10,3504,5
10,3388,3
10,3054,3
10,3415,4
10,4900,1
10,3447,5
11,5786,5
11,5787,4
11,5934,5
11,5775,5
11,5980,3
11,5689,4
11,5969,5
11,5881,5
11,5695,5
11,5841,5
11,6000,5
11,5807,4
12,1873,5
12,1716,4
12,3965,2
12,2001,4
12,2104,5
12,1515,5
12,1554,4
12,1844,4
12,1726,5
12,1520,5
12,1677,4
12,2006,5
12,1495,5
12,2019,5
12,5803,3
12,3534,1
12,1775,5
12,1726,5
12,1883,4
12,1865,4
12,1662,4
12,5332,2
13,1549,5
13,1883,5
13,1520,5
13,1456,5
13,1549,5
13,1451,5
13,1736,5
13,4374,2
13,1711,4
13,2119,5
13,2094,5
13,1824,5
13,1554,5
13,1736,5
13,1564,4
13,1672,5
13,1977,5
13,1520,5
13,1716,3
13,1618,4
13,1775,4
13,1986,4
13,2040,5
13,1446,5
13,1757,5
13,1785,4
13,1991,4
14,4155,5
14,3745,3
14,3699,5
14,1256,2
14,3623,3
14,3673,4
14,3632,5
14,3899,4
14,3940,4
14,4083,5
15,336,5
15,243,4
15,150,5
15,75,5
15,112,5
15,952,2
15,221,5
16,5935,1
16,2340,5
17,4365,5
17,4606,5
17,4518,5
17,4297,5
17,4320,4
18,1043,5
18,1028,5
18,606,5
18,1229,5
18,1076,4
18,573,5
18,1401,5
18,1181,4
18,759,5
18,1098,5
18,464,3
18,1131,5
18,1218,5
19,3807,5
19,3837,4
19,2560,3
19,3581,4
19,3970,5
19,3817,4
19,3871,5
19,4032,4
19,3704,4
19,3725,5
19,4016,5
19,4011,5
19,3384,1
19,4186,4
19,4074,5
20,1711,5
20,2109,2
20,1662,5
20,1667,5
20,2003,5
20,1672,3
20,2290,3
20,2072,5
20,1790,5
20,1824,4
20,1777,5
20,1780,4
20,1564,5
20,1947,5
20,2030,5
20,1682,5
20,2099,4
20,6188,2
20,1845,3
20,2040,5
20,4744,2
20,1618,5
20,1716,5
20,1888,4
20,1721,4
20,1446,5
20,1544,4
20,1623,5
21,5797,2
21,1824,4
21,1711,5
21,1559,5
21,1770,5
21,1603,5
21,1515,3
21,1726,4
21,1790,5
21,2690,2
21,1937,3
21,5647,2
21,1602,5
21,1726,4
21,1942,5
21,1520,4
21,1446,5
21,1952,5
21,1520,5
21,1757,5
21,1574,4
21,1829,4
22,5775,5
22,5674,5
22,5667,4
22,5685,5
22,5945,4
22,6002,4
22,5861,5
22,6452,3
22,5716,4
22,5753,5
22,5817,5
22,5671,5
22,5744,4
22,5978,4
22,5949,5
22,5918,4
22,6714,2
22,5892,3
22,5958,5
22,6369,2
22,5880,5
22,5817,5
22,6553,1
22,5755,5
22,5806,4
23,1786,2
23,4650,5
23,2336,1
23,4519,4
23,4672,4
24,5775,4
24,5903,5
24,5906,5
24,5819,5
24,7057,1
25,5885,4
25,6777,2
25,6233,3
25,5925,5
25,5991,5
25,6299,1
25,6009,3
25,5788,5
25,6906,1
25,5731,4
25,5936,3
25,5938,3
25,5764,5
25,5885,5
25,5885,2
25,5883,5
25,5949,4
25,5744,3
25,5731,4
25,6450,1
25,5795,5
25,5806,5
25,5936,4
25,5948,5
25,5766,5
25,6578,1
25,6968,2
26,4673,5
26,4816,5
26,7045,1
26,4850,4
26,4879,4
26,1428,2
26,4739,5
26,4474,4
26,4281,5
26,4298,5
26,4254,5
26,4850,4
26,4431,5
26,4761,3
26,4453,5
26,4829,5
26,4741,3
26,4740,5
26,4939,5
26,4850,5
26,4320,5
26,4805,4
26,4894,5
26,4740,3
26,4829,4
26,4391,5
26,4672,5
26,4429,5
27,5669,5
27,5776,5
27,5678,3
27,5991,5
27,6002,5
27,5720,5
27,5819,4
27,5956,4
27,5713,5
27,5874,5
28,5914,5
28,6836,3
28,5839,5
28,5841,5
28,5863,5
28,5928,5
28,5722,4
28,5810,4
28,5852,5
28,6410,3
28,5788,3
28,5689,4
29,3878,3
29,3899,3
29,3673,5
29,3643,4
29,4011,5
29,3643,4
29,3878,4
29,3766,3
29,345,2
29,4175,5
29,3550,4
29,3981,5
29,4104,5
29,4134,4
29,3755,5
29,3806,5
29,4011,5
30,3561,5
30,3571,4
30,4041,4
30,179,1
30,3837,5
30,3837,3
30,4222,4
30,3612,5
30,4073,4
30,3755,5
30,3560,5
30,1763,2
30,3960,5
30,909,2
30,3571,4
30,4155,5
30,1369,2
30,3632,5
30,4538,1
30,3735,5
30,3735,4
31,1441,5
31,4055,1
32,2923,4
32,3018,4
32,3275,5
32,2905,3
32,3071,4
32,3018,4
32,3275,4
32,2774,4
32,2494,4
32,3519,5
32,3203,4
32,3460,5
32,4622,1
32,3068,5
32,4774,2
32,2622,4
32,1938,2
32,2589,5
32,3382,4
32,2652,5
32,2963,5
32,2661,3
32,3478,5
32,2607,3
32,3221,5
32,3316,5
33,4630,4
33,4806,4
33,4607,3
33,4207,2
33,4828,4
33,4107,1
33,4761,4
33,4894,3
33,4849,5
33,4409,4
33,4364,5
33,4320,5
34,5753,5
34,5788,5
34,5680,4
34,5666,5
34,5817,5
34,5808,4
35,2033,4
35,1718,3
35,1721,5
35,1520,5
35,1505,5
35,1574,4
36,3036,4
36,2687,4
36,2869,4
36,1193,2
36,3406,4
36,3144,2
36,3501,5
36,3185,5
36,2923,4
36,3519,4
37,573,4
37,553,4
37,1251,4
37,453,4
37,3409,2
37,956,5
37,1065,5
37,1338,5
37,748,5
37,639,5
37,595,4
37,978,2
37,366,5
37,683,4
38,4475,5
38,4600,4
38,4894,5
38,4297,5
38,4651,5
38,4945,5
38,4249,3
38,4619,4
38,4319,5
38,4430,4
38,4630,5
38,4805,4
38,4805,3
38,4806,5
38,4672,5
38,4249,4
38,4626,4
38,5859,1
38,4452,4
38,4606,5
38,4407,5
38,4320,5
38,4429,3
38,4282,5
38,4717,5
38,4629,5
39,147,5
39,136,5
39,148,4
39,6203,1
39,72,3
39,73,4
39,20,5
39,317,5
39,72,4
39,247,4
39,297,4
39,18,5
39,316,4
39,2088,2
39,2288,1
39,209,4
39,204,4
39,112,3
39,17,4
39,129,3
39,240,5
39,317,5
39,260,4
40,1554,5
40,1770,5
40,1461,5
40,1824,4
40,1441,4
40,2099,5
40,1765,5
40,1790,5
40,1667,5
40,1829,3
40,1667,5
40,1446,5
41,4196,5
41,4369,1
41,3921,5
41,3167,2
41,3643,5
41,3854,4
41,3966,3
41,3806,5
41,3889,4
41,3960,5
41,3602,5
41,3704,3
41,3767,5
41,3653,5
41,3970,5
41,4165,4
41,4186,4
41,2264,1
41,3950,4
41,4206,4
41,3950,5
41,3632,5
41,3807,3
42,4607,5
42,4408,3
42,4606,4
42,4761,5
42,642,2
42,4673,5
42,4607,4
42,4410,4
42,4563,5
42,4650,4
42,4416,5
42,3199,1
42,4740,5
42,4385,4
42,4851,4
42,4696,5
43,6776,5
43,6806,4
43,6146,4
43,6225,5
43,6285,4
43,6165,4
43,6645,5
43,6146,5
43,6585,5
43,6255,5
43,6045,5
43,6697,5
43,2828,1
43,2368,1
43,6206,3
43,6031,5
43,6686,4
43,6967,5
43,6997,4
43,6146,5
43,6386,5
43,6880,5
44,3591,4
44,3817,5
44,3848,4
44,3848,5
44,3632,4
44,3940,5
44,4134,5
44,4073,2
44,4042,5
44,3663,4
44,3550,5
44,3981,5
45,6877,5
45,6227,4
45,6697,5
45,6765,5
45,6255,5
45,6656,3
45,199,1
45,6699,5
45,6626,4
45,6847,5
45,6956,3
45,5041,1
45,6405,4
45,6765,5
46,4386,5
46,4761,4
46,4496,4
46,4871,3
46,4829,5
46,4606,4
46,4628,5
